Case_ID,variant,variant_index,creator,Activity,Resource,Activity_1,Resource_1,org_group,End_Time,Start_Time
1-438526021,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Eric-Org line G4,Accepted-In Progress,Eric,Org line G4,2011-01-12T15:59:25.000,2011-01-12T15:59:25.000
1-438526021,Variant 3,3,Fluxicon Disco,Accepted-Wait,Eric-Org line G4,Accepted-Wait,Eric,Org line G4,2011-05-04T07:20:36.000,2011-05-04T07:20:36.000
1-438526021,Variant 3,3,Fluxicon Disco,Completed-Closed,Eric-Org line G4,Completed-Closed,Eric,Org line G4,2012-01-09T09:16:26.000,2012-01-09T09:16:26.000
1-438897551,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Agneta-Org line A2,Accepted-In Progress,Agneta,Org line A2,2011-01-13T09:01:34.000,2011-01-13T09:01:34.000
1-438897551,Variant 1,1,Fluxicon Disco,Completed-Closed,Agneta-Org line A2,Completed-Closed,Agneta,Org line A2,2012-01-10T11:24:45.000,2012-01-10T11:24:45.000
1-439833168,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Per-Org line G4,Accepted-In Progress,Per,Org line G4,2011-01-14T12:10:28.000,2011-01-14T12:10:28.000
1-439833168,Variant 3,3,Fluxicon Disco,Accepted-Wait,Per-Org line G4,Accepted-Wait,Per,Org line G4,2011-01-14T13:54:33.000,2011-01-14T13:54:33.000
1-439833168,Variant 3,3,Fluxicon Disco,Completed-Closed,Per-Org line G4,Completed-Closed,Per,Org line G4,2012-02-29T14:27:57.000,2012-02-29T14:27:57.000
1-439863114,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Eric-Org line G4,Accepted-In Progress,Eric,Org line G4,2011-01-14T12:39:54.000,2011-01-14T12:39:54.000
1-439863114,Variant 3,3,Fluxicon Disco,Accepted-Wait,Eric-Org line G4,Accepted-Wait,Eric,Org line G4,2011-05-04T07:27:15.000,2011-05-04T07:27:15.000
1-439863114,Variant 3,3,Fluxicon Disco,Completed-Closed,Eric-Org line G4,Completed-Closed,Eric,Org line G4,2012-01-09T09:30:57.000,2012-01-09T09:30:57.000
1-440576028,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Virginie-Org line C,Accepted-In Progress,Virginie,Org line C,2011-01-17T10:12:41.000,2011-01-17T10:12:41.000
1-440576028,Variant 1,1,Fluxicon Disco,Completed-Closed,Virginie-Org line C,Completed-Closed,Virginie,Org line C,2012-01-06T16:48:18.000,2012-01-06T16:48:18.000
1-441507371,Variant 5,5,Fluxicon Disco,Accepted-In Progress,Ing-Marie-Org line G4,Accepted-In Progress,Ing-Marie,Org line G4,2011-01-18T09:35:34.000,2011-01-18T09:35:34.000
1-441507371,Variant 5,5,Fluxicon Disco,Queued-Awaiting Assignment,Ing-Marie-Org line G4,Queued-Awaiting Assignment,Ing-Marie,Org line G4,2011-01-18T09:46:33.000,2011-01-18T09:46:33.000
1-441507371,Variant 5,5,Fluxicon Disco,Accepted-In Progress,Suresh-Org line G4,Accepted-In Progress,Suresh,Org line G4,2012-02-01T11:02:01.000,2012-02-01T11:02:01.000
1-441507371,Variant 5,5,Fluxicon Disco,Completed-Closed,Suresh-Org line G4,Completed-Closed,Suresh,Org line G4,2012-03-01T09:35:17.000,2012-03-01T09:35:17.000
1-442885842,Variant 59,59,Fluxicon Disco,Accepted-In Progress,Ulrika-Org line A2,Accepted-In Progress,Ulrika,Org line A2,2011-01-20T10:53:13.000,2011-01-20T10:53:13.000
1-442885842,Variant 59,59,Fluxicon Disco,Queued-Awaiting Assignment,Ulrika-Org line A2,Queued-Awaiting Assignment,Ulrika,Org line A2,2011-01-20T14:54:48.000,2011-01-20T14:54:48.000
1-442885842,Variant 59,59,Fluxicon Disco,Accepted-In Progress,Johan-Org line A2,Accepted-In Progress,Johan,Org line A2,2011-01-21T13:02:48.000,2011-01-21T13:02:48.000
1-442885842,Variant 59,59,Fluxicon Disco,Accepted-In Progress,Viktoria-Org line G4,Accepted-In Progress,Viktoria,Org line G4,2011-01-25T09:37:56.000,2011-01-25T09:37:56.000
1-442885842,Variant 59,59,Fluxicon Disco,Queued-Awaiting Assignment,Ulrika-Org line A2,Queued-Awaiting Assignment,Ulrika,Org line A2,2011-01-27T15:38:51.000,2011-01-27T15:38:51.000
1-442885842,Variant 59,59,Fluxicon Disco,Accepted-In Progress,Daniel-Org line A2,Accepted-In Progress,Daniel,Org line A2,2012-04-11T15:42:15.000,2012-04-11T15:42:15.000
1-442885842,Variant 59,59,Fluxicon Disco,Completed-Closed,Daniel-Org line A2,Completed-Closed,Daniel,Org line A2,2012-04-11T15:42:43.000,2012-04-11T15:42:43.000
1-443175071,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Katarina-Org line G4,Accepted-In Progress,Katarina,Org line G4,2011-01-20T16:18:05.000,2011-01-20T16:18:05.000
1-443175071,Variant 3,3,Fluxicon Disco,Accepted-Wait,Katarina-Org line G4,Accepted-Wait,Katarina,Org line G4,2011-03-21T16:30:18.000,2011-03-21T16:30:18.000
1-443175071,Variant 3,3,Fluxicon Disco,Completed-Closed,Katarina-Org line G4,Completed-Closed,Katarina,Org line G4,2012-03-19T07:18:42.000,2012-03-19T07:18:42.000
1-443637654,Variant 2,2,Fluxicon Disco,Accepted-In Progress,Carolyn-Org line G3,Accepted-In Progress,Carolyn,Org line G3,2011-01-21T10:44:13.000,2011-01-21T10:44:13.000
1-443637654,Variant 2,2,Fluxicon Disco,Queued-Awaiting Assignment,Carolyn-Org line G3,Queued-Awaiting Assignment,Carolyn,Org line G3,2011-01-21T10:49:53.000,2011-01-21T10:49:53.000
1-443637654,Variant 2,2,Fluxicon Disco,Accepted-In Progress,Padmanabha-Org line G3,Accepted-In Progress,Padmanabha,Org line G3,2011-01-21T11:00:03.000,2011-01-21T11:00:03.000
1-443637654,Variant 2,2,Fluxicon Disco,Accepted-Assigned,Carolyn-Org line G3,Accepted-Assigned,Carolyn,Org line G3,2011-01-21T11:03:23.000,2011-01-21T11:03:23.000
1-443637654,Variant 2,2,Fluxicon Disco,Accepted-In Progress,Ewa-Org line G3,Accepted-In Progress,Ewa,Org line G3,2012-02-03T16:52:12.000,2012-02-03T16:52:12.000
1-443637654,Variant 2,2,Fluxicon Disco,Completed-Closed,Ewa-Org line G3,Completed-Closed,Ewa,Org line G3,2012-02-03T17:54:14.000,2012-02-03T17:54:14.000
1-448698916,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Ann-Org line A2,Accepted-In Progress,Ann,Org line A2,2011-01-24T09:44:16.000,2011-01-24T09:44:16.000
1-448698916,Variant 3,3,Fluxicon Disco,Accepted-Wait,Ann-Org line A2,Accepted-Wait,Ann,Org line A2,2011-12-16T09:31:22.000,2011-12-16T09:31:22.000
1-448698916,Variant 3,3,Fluxicon Disco,Completed-Closed,Ann-Org line A2,Completed-Closed,Ann,Org line A2,2012-03-30T12:22:49.000,2012-03-30T12:22:49.000
1-454389870,Variant 146,146,Fluxicon Disco,Accepted-In Progress,Per-Org line C,Accepted-In Progress,Per,Org line C,2011-01-26T09:09:40.000,2011-01-26T09:09:40.000
1-454389870,Variant 146,146,Fluxicon Disco,Accepted-Assigned,Per-Org line C,Accepted-Assigned,Per,Org line C,2011-05-03T08:37:30.000,2011-05-03T08:37:30.000
1-454389870,Variant 146,146,Fluxicon Disco,Accepted-In Progress,Per-Org line C,Accepted-In Progress,Per,Org line C,2011-06-30T10:05:09.000,2011-06-30T10:05:09.000
1-454389870,Variant 146,146,Fluxicon Disco,Completed-Closed,Per-Org line C,Completed-Closed,Per,Org line C,2011-06-30T10:05:10.000,2011-06-30T10:05:10.000
1-454389870,Variant 146,146,Fluxicon Disco,Accepted-In Progress,Mikael-Org line C,Accepted-In Progress,Mikael,Org line C,2011-12-07T14:57:44.000,2011-12-07T14:57:44.000
1-454389870,Variant 146,146,Fluxicon Disco,Accepted-Assigned,Erik-Org line C,Accepted-Assigned,Erik,Org line C,2011-12-07T14:59:59.000,2011-12-07T14:59:59.000
1-454389870,Variant 146,146,Fluxicon Disco,Accepted-In Progress,Erik-Org line C,Accepted-In Progress,Erik,Org line C,2011-12-08T08:23:44.000,2011-12-08T08:23:44.000
1-454389870,Variant 146,146,Fluxicon Disco,Accepted-Wait,Erik-Org line C,Accepted-Wait,Erik,Org line C,2012-01-03T14:24:34.000,2012-01-03T14:24:34.000
1-454389870,Variant 146,146,Fluxicon Disco,Completed-Closed,Erik-Org line C,Completed-Closed,Erik,Org line C,2012-05-07T11:24:46.000,2012-05-07T11:24:46.000
1-457173714,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Ann-Org line A2,Accepted-In Progress,Ann,Org line A2,2011-01-27T08:36:28.000,2011-01-27T08:36:28.000
1-457173714,Variant 3,3,Fluxicon Disco,Accepted-Wait,Ann-Org line A2,Accepted-Wait,Ann,Org line A2,2011-12-16T09:31:05.000,2011-12-16T09:31:05.000
1-457173714,Variant 3,3,Fluxicon Disco,Completed-Closed,Ann-Org line A2,Completed-Closed,Ann,Org line A2,2012-05-28T09:34:01.000,2012-05-28T09:34:01.000
1-467257506,Variant 37,37,Fluxicon Disco,Accepted-In Progress,Carolyn-Org line G3,Accepted-In Progress,Carolyn,Org line G3,2011-01-31T10:53:06.000,2011-01-31T10:53:06.000
1-467257506,Variant 37,37,Fluxicon Disco,Accepted-Wait,Carolyn-Org line G3,Accepted-Wait,Carolyn,Org line G3,2011-01-31T10:56:41.000,2011-01-31T10:56:41.000
1-467257506,Variant 37,37,Fluxicon Disco,Queued-Awaiting Assignment,Carolyn-Org line G3,Queued-Awaiting Assignment,Carolyn,Org line G3,2011-01-31T11:44:27.000,2011-01-31T11:44:27.000
1-467257506,Variant 37,37,Fluxicon Disco,Accepted-In Progress,Santhosh-Org line G3,Accepted-In Progress,Santhosh,Org line G3,2011-01-31T11:50:48.000,2011-01-31T11:50:48.000
1-467257506,Variant 37,37,Fluxicon Disco,Accepted-Assigned,Carolyn-Org line G3,Accepted-Assigned,Carolyn,Org line G3,2011-01-31T11:54:11.000,2011-01-31T11:54:11.000
1-467257506,Variant 37,37,Fluxicon Disco,Accepted-In Progress,Ewa-Org line G3,Accepted-In Progress,Ewa,Org line G3,2012-02-02T21:12:41.000,2012-02-02T21:12:41.000
1-467257506,Variant 37,37,Fluxicon Disco,Completed-Closed,Ewa-Org line G3,Completed-Closed,Ewa,Org line G3,2012-02-02T21:15:00.000,2012-02-02T21:15:00.000
1-470328307,Variant 2,2,Fluxicon Disco,Accepted-In Progress,Carolyn-Org line G3,Accepted-In Progress,Carolyn,Org line G3,2011-02-01T11:17:44.000,2011-02-01T11:17:44.000
1-470328307,Variant 2,2,Fluxicon Disco,Queued-Awaiting Assignment,Carolyn-Org line G3,Queued-Awaiting Assignment,Carolyn,Org line G3,2011-02-01T11:21:09.000,2011-02-01T11:21:09.000
1-470328307,Variant 2,2,Fluxicon Disco,Accepted-In Progress,Santhosh-Org line G3,Accepted-In Progress,Santhosh,Org line G3,2011-02-01T11:31:33.000,2011-02-01T11:31:33.000
1-470328307,Variant 2,2,Fluxicon Disco,Accepted-Assigned,Carolyn-Org line G3,Accepted-Assigned,Carolyn,Org line G3,2011-02-01T11:33:47.000,2011-02-01T11:33:47.000
1-470328307,Variant 2,2,Fluxicon Disco,Accepted-In Progress,Ewa-Org line G3,Accepted-In Progress,Ewa,Org line G3,2012-02-06T15:26:06.000,2012-02-06T15:26:06.000
1-470328307,Variant 2,2,Fluxicon Disco,Completed-Closed,Ewa-Org line G3,Completed-Closed,Ewa,Org line G3,2012-02-06T15:33:44.000,2012-02-06T15:33:44.000
1-470714850,Variant 2,2,Fluxicon Disco,Accepted-In Progress,Carolyn-Org line G3,Accepted-In Progress,Carolyn,Org line G3,2011-02-02T04:11:29.000,2011-02-02T04:11:29.000
1-470714850,Variant 2,2,Fluxicon Disco,Queued-Awaiting Assignment,Carolyn-Org line G3,Queued-Awaiting Assignment,Carolyn,Org line G3,2011-02-02T04:16:19.000,2011-02-02T04:16:19.000
1-470714850,Variant 2,2,Fluxicon Disco,Accepted-In Progress,Santhosh-Org line G3,Accepted-In Progress,Santhosh,Org line G3,2011-02-02T10:17:33.000,2011-02-02T10:17:33.000
1-470714850,Variant 2,2,Fluxicon Disco,Accepted-Assigned,Carolyn-Org line G3,Accepted-Assigned,Carolyn,Org line G3,2011-02-02T10:20:56.000,2011-02-02T10:20:56.000
1-470714850,Variant 2,2,Fluxicon Disco,Accepted-In Progress,Ewa-Org line G3,Accepted-In Progress,Ewa,Org line G3,2012-02-06T15:17:39.000,2012-02-06T15:17:39.000
1-470714850,Variant 2,2,Fluxicon Disco,Completed-Closed,Ewa-Org line G3,Completed-Closed,Ewa,Org line G3,2012-02-06T15:19:18.000,2012-02-06T15:19:18.000
1-473084325,Variant 147,147,Fluxicon Disco,Accepted-In Progress,Brijesh-Org line C,Accepted-In Progress,Brijesh,Org line C,2011-02-02T08:17:45.000,2011-02-02T08:17:45.000
1-473084325,Variant 147,147,Fluxicon Disco,Queued-Awaiting Assignment,Brijesh-Org line C,Queued-Awaiting Assignment,Brijesh,Org line C,2011-02-02T11:55:48.000,2011-02-02T11:55:48.000
1-473084325,Variant 147,147,Fluxicon Disco,Queued-Awaiting Assignment,Martin-Org line C,Queued-Awaiting Assignment,Martin,Org line C,2011-02-03T09:33:47.000,2011-02-03T09:33:47.000
1-473084325,Variant 147,147,Fluxicon Disco,Accepted-In Progress,Joachim-Org line C,Accepted-In Progress,Joachim,Org line C,2011-02-04T12:27:44.000,2011-02-04T12:27:44.000
1-473084325,Variant 147,147,Fluxicon Disco,Accepted-In Progress,Joachim-Org line C,Accepted-In Progress,Joachim,Org line C,2011-02-04T12:27:55.000,2011-02-04T12:27:55.000
1-473084325,Variant 147,147,Fluxicon Disco,Accepted-Wait,Joachim-Org line C,Accepted-Wait,Joachim,Org line C,2011-02-04T12:34:33.000,2011-02-04T12:34:33.000
1-473084325,Variant 147,147,Fluxicon Disco,Queued-Awaiting Assignment,Olivier-Org line C,Queued-Awaiting Assignment,Olivier,Org line C,2011-09-13T16:53:00.000,2011-09-13T16:53:00.000
1-473084325,Variant 147,147,Fluxicon Disco,Accepted-In Progress,Cyril-Org line C,Accepted-In Progress,Cyril,Org line C,2011-09-15T09:13:21.000,2011-09-15T09:13:21.000
1-473084325,Variant 147,147,Fluxicon Disco,Queued-Awaiting Assignment,Jonas-Org line C,Queued-Awaiting Assignment,Jonas,Org line C,2011-09-15T09:16:36.000,2011-09-15T09:16:36.000
1-473084325,Variant 147,147,Fluxicon Disco,Queued-Awaiting Assignment,Olivier-Org line C,Queued-Awaiting Assignment,Olivier,Org line C,2011-09-16T11:27:06.000,2011-09-16T11:27:06.000
1-473084325,Variant 147,147,Fluxicon Disco,Accepted-Assigned,Bruno-Org line C,Accepted-Assigned,Bruno,Org line C,2011-11-23T16:44:01.000,2011-11-23T16:44:01.000
1-473084325,Variant 147,147,Fluxicon Disco,Accepted-Assigned,Robert-Org line C,Accepted-Assigned,Robert,Org line C,2011-11-28T12:20:25.000,2011-11-28T12:20:25.000
1-473084325,Variant 147,147,Fluxicon Disco,Queued-Awaiting Assignment,Britt-Org line A2,Queued-Awaiting Assignment,Britt,Org line A2,2012-02-02T15:48:22.000,2012-02-02T15:48:22.000
1-473084325,Variant 147,147,Fluxicon Disco,Accepted-In Progress,Britt-Org line A2,Accepted-In Progress,Britt,Org line A2,2012-02-06T09:26:00.000,2012-02-06T09:26:00.000
1-473084325,Variant 147,147,Fluxicon Disco,Accepted-Wait,Britt-Org line A2,Accepted-Wait,Britt,Org line A2,2012-02-06T11:32:58.000,2012-02-06T11:32:58.000
1-473084325,Variant 147,147,Fluxicon Disco,Completed-Closed,Britt-Org line A2,Completed-Closed,Britt,Org line A2,2012-03-14T12:52:06.000,2012-03-14T12:52:06.000
1-475885658,Variant 148,148,Fluxicon Disco,Accepted-In Progress,Nagaraj-Org line C,Accepted-In Progress,Nagaraj,Org line C,2011-02-03T07:46:37.000,2011-02-03T07:46:37.000
1-475885658,Variant 148,148,Fluxicon Disco,Accepted-Assigned,Nagaraj-Org line C,Accepted-Assigned,Nagaraj,Org line C,2011-08-31T09:19:47.000,2011-08-31T09:19:47.000
1-475885658,Variant 148,148,Fluxicon Disco,Accepted-Wait,Nagaraj-Org line C,Accepted-Wait,Nagaraj,Org line C,2011-09-05T06:42:45.000,2011-09-05T06:42:45.000
1-475885658,Variant 148,148,Fluxicon Disco,Completed-Closed,Nagaraj-Org line C,Completed-Closed,Nagaraj,Org line C,2011-09-15T08:03:05.000,2011-09-15T08:03:05.000
1-475885658,Variant 148,148,Fluxicon Disco,Accepted-In Progress,Kelly-Org line C,Accepted-In Progress,Kelly,Org line C,2011-11-23T02:06:00.000,2011-11-23T02:06:00.000
1-475885658,Variant 148,148,Fluxicon Disco,Queued-Awaiting Assignment,Denis-Org line C,Queued-Awaiting Assignment,Denis,Org line C,2011-11-23T02:07:23.000,2011-11-23T02:07:23.000
1-475885658,Variant 148,148,Fluxicon Disco,Accepted-In Progress,Nagaraj-Org line C,Accepted-In Progress,Nagaraj,Org line C,2011-11-23T04:34:05.000,2011-11-23T04:34:05.000
1-475885658,Variant 148,148,Fluxicon Disco,Accepted-Wait,Nagaraj-Org line C,Accepted-Wait,Nagaraj,Org line C,2011-11-23T04:34:17.000,2011-11-23T04:34:17.000
1-475885658,Variant 148,148,Fluxicon Disco,Queued-Awaiting Assignment,Rafal-Org line C,Queued-Awaiting Assignment,Rafal,Org line C,2011-11-23T06:01:26.000,2011-11-23T06:01:26.000
1-475885658,Variant 148,148,Fluxicon Disco,Queued-Awaiting Assignment,Pranesh-Org line C,Queued-Awaiting Assignment,Pranesh,Org line C,2011-12-01T07:21:50.000,2011-12-01T07:21:50.000
1-475885658,Variant 148,148,Fluxicon Disco,Accepted-In Progress,Nagaraj-Org line C,Accepted-In Progress,Nagaraj,Org line C,2012-02-01T11:46:08.000,2012-02-01T11:46:08.000
1-475885658,Variant 148,148,Fluxicon Disco,Queued-Awaiting Assignment,Denis-Org line C,Queued-Awaiting Assignment,Denis,Org line C,2012-02-01T11:46:34.000,2012-02-01T11:46:34.000
1-475885658,Variant 148,148,Fluxicon Disco,Accepted-In Progress,Nagaraj-Org line C,Accepted-In Progress,Nagaraj,Org line C,2012-02-01T11:46:35.000,2012-02-01T11:46:35.000
1-475885658,Variant 148,148,Fluxicon Disco,Queued-Awaiting Assignment,Denis-Org line C,Queued-Awaiting Assignment,Denis,Org line C,2012-02-01T11:46:52.000,2012-02-01T11:46:52.000
1-475885658,Variant 148,148,Fluxicon Disco,Accepted-In Progress,P-Org line C,Accepted-In Progress,P,Org line C,2012-02-20T05:22:51.000,2012-02-20T05:22:51.000
1-475885658,Variant 148,148,Fluxicon Disco,Accepted-Wait,P-Org line C,Accepted-Wait,P,Org line C,2012-02-20T06:15:14.000,2012-02-20T06:15:14.000
1-475885658,Variant 148,148,Fluxicon Disco,Queued-Awaiting Assignment,Rafal-Org line C,Queued-Awaiting Assignment,Rafal,Org line C,2012-02-21T09:23:12.000,2012-02-21T09:23:12.000
1-475885658,Variant 148,148,Fluxicon Disco,Accepted-In Progress,Rafal-Org line C,Accepted-In Progress,Rafal,Org line C,2012-02-21T11:46:17.000,2012-02-21T11:46:17.000
1-475885658,Variant 148,148,Fluxicon Disco,Queued-Awaiting Assignment,Denis-Org line C,Queued-Awaiting Assignment,Denis,Org line C,2012-02-21T11:48:45.000,2012-02-21T11:48:45.000
1-475885658,Variant 148,148,Fluxicon Disco,Accepted-In Progress,P-Org line C,Accepted-In Progress,P,Org line C,2012-02-21T12:05:44.000,2012-02-21T12:05:44.000
1-475885658,Variant 148,148,Fluxicon Disco,Completed-Closed,P-Org line C,Completed-Closed,P,Org line C,2012-02-21T12:11:24.000,2012-02-21T12:11:24.000
1-475885658,Variant 148,148,Fluxicon Disco,Accepted-In Progress,Anna-Org line C,Accepted-In Progress,Anna,Org line C,2012-02-22T08:35:04.000,2012-02-22T08:35:04.000
1-475885658,Variant 148,148,Fluxicon Disco,Queued-Awaiting Assignment,Denis-Org line C,Queued-Awaiting Assignment,Denis,Org line C,2012-02-22T08:38:05.000,2012-02-22T08:38:05.000
1-475885658,Variant 148,148,Fluxicon Disco,Accepted-In Progress,P-Org line B,Accepted-In Progress,P,Org line B,2012-02-22T11:32:16.000,2012-02-22T11:32:16.000
1-475885658,Variant 148,148,Fluxicon Disco,Queued-Awaiting Assignment,Denis-Org line C,Queued-Awaiting Assignment,Denis,Org line C,2012-02-22T11:33:12.000,2012-02-22T11:33:12.000
1-475885658,Variant 148,148,Fluxicon Disco,Accepted-In Progress,P-Org line C,Accepted-In Progress,P,Org line C,2012-02-22T11:33:56.000,2012-02-22T11:33:56.000
1-475885658,Variant 148,148,Fluxicon Disco,Accepted-Assigned,David-Org line C,Accepted-Assigned,David,Org line C,2012-02-22T11:34:25.000,2012-02-22T11:34:25.000
1-475885658,Variant 148,148,Fluxicon Disco,Accepted-Wait,David-Org line C,Accepted-Wait,David,Org line C,2012-02-27T14:51:51.000,2012-02-27T14:51:51.000
1-475885658,Variant 148,148,Fluxicon Disco,Completed-Closed,David-Org line C,Completed-Closed,David,Org line C,2012-04-12T03:16:30.000,2012-04-12T03:16:30.000
1-479002951,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Per-Org line G4,Accepted-In Progress,Per,Org line G4,2011-02-04T13:21:41.000,2011-02-04T13:21:41.000
1-479002951,Variant 3,3,Fluxicon Disco,Accepted-Wait,Per-Org line G4,Accepted-Wait,Per,Org line G4,2011-03-13T12:11:06.000,2011-03-13T12:11:06.000
1-479002951,Variant 3,3,Fluxicon Disco,Completed-Closed,Per-Org line G4,Completed-Closed,Per,Org line G4,2012-02-29T13:27:21.000,2012-02-29T13:27:21.000
1-489198755,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Katarina-Org line G4,Accepted-In Progress,Katarina,Org line G4,2011-02-08T15:10:53.000,2011-02-08T15:10:53.000
1-489198755,Variant 3,3,Fluxicon Disco,Accepted-Wait,Katarina-Org line G4,Accepted-Wait,Katarina,Org line G4,2011-03-21T16:26:55.000,2011-03-21T16:26:55.000
1-489198755,Variant 3,3,Fluxicon Disco,Completed-Closed,Katarina-Org line G4,Completed-Closed,Katarina,Org line G4,2012-02-14T15:45:26.000,2012-02-14T15:45:26.000
1-494629702,Variant 4,4,Fluxicon Disco,Accepted-In Progress,Linda-Org line A2,Accepted-In Progress,Linda,Org line A2,2011-02-10T07:09:38.000,2011-02-10T07:09:38.000
1-494629702,Variant 4,4,Fluxicon Disco,Accepted-In Progress,Linda-Org line A2,Accepted-In Progress,Linda,Org line A2,2012-02-08T13:39:15.000,2012-02-08T13:39:15.000
1-494629702,Variant 4,4,Fluxicon Disco,Completed-Closed,Linda-Org line A2,Completed-Closed,Linda,Org line A2,2012-02-08T13:41:05.000,2012-02-08T13:41:05.000
1-494871141,Variant 9,9,Fluxicon Disco,Accepted-In Progress,Åsa-Org line C,Accepted-In Progress,Åsa,Org line C,2011-02-10T12:11:43.000,2011-02-10T12:11:43.000
1-494871141,Variant 9,9,Fluxicon Disco,Queued-Awaiting Assignment,Åsa-Org line C,Queued-Awaiting Assignment,Åsa,Org line C,2011-02-15T13:09:10.000,2011-02-15T13:09:10.000
1-494871141,Variant 9,9,Fluxicon Disco,Accepted-In Progress,Anders-Org line C,Accepted-In Progress,Anders,Org line C,2011-02-15T13:42:18.000,2011-02-15T13:42:18.000
1-494871141,Variant 9,9,Fluxicon Disco,Accepted-Wait,Anders-Org line C,Accepted-Wait,Anders,Org line C,2011-02-23T09:10:50.000,2011-02-23T09:10:50.000
1-494871141,Variant 9,9,Fluxicon Disco,Completed-Closed,Anders-Org line C,Completed-Closed,Anders,Org line C,2012-02-02T11:55:27.000,2012-02-02T11:55:27.000
1-495101458,Variant 4,4,Fluxicon Disco,Accepted-In Progress,Gustav-Org line G4,Accepted-In Progress,Gustav,Org line G4,2011-02-10T14:22:20.000,2011-02-10T14:22:20.000
1-495101458,Variant 4,4,Fluxicon Disco,Accepted-In Progress,Gustav-Org line G4,Accepted-In Progress,Gustav,Org line G4,2012-02-21T14:29:33.000,2012-02-21T14:29:33.000
