Case_ID,Start_Time,End_Time,Activity,Resource
request for payment 16289,2018-01-19T18:59:12.000,2018-01-19T18:59:12.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 16289,2018-01-19T18:59:17.000,2018-01-19T18:59:17.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 16289,2018-01-22T14:02:34.000,2018-01-22T14:02:34.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 16289,2018-01-23T08:43:56.000,2018-01-23T08:43:56.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 16289,2018-01-25T07:29:35.000,2018-01-25T07:29:35.000,Request Payment,UNDEFINED
request for payment 16289,2018-01-29T16:31:11.000,2018-01-29T16:31:11.000,Payment Handled,UNDEFINED
request for payment 8798,2018-01-06T16:11:44.000,2018-01-06T16:11:44.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 8798,2018-01-06T16:11:48.000,2018-01-06T16:11:48.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 8798,2018-01-08T10:49:12.000,2018-01-08T10:49:12.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 8798,2018-01-15T04:15:19.000,2018-01-15T04:15:19.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 8798,2018-06-04T17:24:56.000,2018-06-04T17:24:56.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 8798,2018-06-04T17:25:27.000,2018-06-04T17:25:27.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 8798,2018-06-05T08:02:16.000,2018-06-05T08:02:16.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 8798,2018-06-05T11:26:15.000,2018-06-05T11:26:15.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 8798,2018-06-06T15:24:48.000,2018-06-06T15:24:48.000,Request Payment,UNDEFINED
request for payment 8798,2018-06-07T16:31:38.000,2018-06-07T16:31:38.000,Payment Handled,UNDEFINED
request for payment 8796,2018-01-06T16:11:44.000,2018-01-06T16:11:44.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 8796,2018-01-06T16:11:48.000,2018-01-06T16:11:48.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 8796,2018-01-08T10:49:12.000,2018-01-08T10:49:12.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 8796,2018-01-15T04:15:19.000,2018-01-15T04:15:19.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 8796,2018-05-07T19:39:52.000,2018-05-07T19:39:52.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 8796,2018-05-07T19:40:40.000,2018-05-07T19:40:40.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 8796,2018-05-08T07:14:59.000,2018-05-08T07:14:59.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 8796,2018-05-09T09:49:13.000,2018-05-09T09:49:13.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 8796,2018-05-14T07:40:38.000,2018-05-14T07:40:38.000,Request Payment,UNDEFINED
request for payment 8796,2018-05-17T16:31:35.000,2018-05-17T16:31:35.000,Payment Handled,UNDEFINED
request for payment 22598,2018-01-07T15:57:42.000,2018-01-07T15:57:42.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 22598,2018-01-07T15:57:54.000,2018-01-07T15:57:54.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 22598,2018-01-08T11:18:10.000,2018-01-08T11:18:10.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 22598,2018-01-08T12:13:41.000,2018-01-08T12:13:41.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 22598,2018-01-08T12:17:25.000,2018-01-08T12:17:25.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 22598,2018-01-09T07:22:56.000,2018-01-09T07:22:56.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 22598,2018-01-11T08:02:28.000,2018-01-11T08:02:28.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 22598,2018-01-11T08:02:28.000,2018-01-11T08:02:28.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 22598,2018-01-12T11:09:24.000,2018-01-12T11:09:24.000,Request Payment,UNDEFINED
request for payment 22598,2018-01-15T16:31:33.000,2018-01-15T16:31:33.000,Payment Handled,UNDEFINED
request for payment 185602,2018-01-07T16:43:22.000,2018-01-07T16:43:22.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 185602,2018-01-07T16:45:03.000,2018-01-07T16:45:03.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 185602,2018-01-08T11:44:58.000,2018-01-08T11:44:58.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 185602,2018-01-09T22:31:19.000,2018-01-09T22:31:19.000,Request Payment,UNDEFINED
request for payment 185602,2018-01-11T16:30:57.000,2018-01-11T16:30:57.000,Payment Handled,UNDEFINED
request for payment 185607,2018-01-07T16:46:53.000,2018-01-07T16:46:53.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 185607,2018-01-07T16:53:45.000,2018-01-07T16:53:45.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 185607,2018-01-08T11:42:39.000,2018-01-08T11:42:39.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 185607,2018-01-09T22:31:49.000,2018-01-09T22:31:49.000,Request Payment,UNDEFINED
request for payment 185607,2018-01-11T16:30:57.000,2018-01-11T16:30:57.000,Payment Handled,UNDEFINED
request for payment 185746,2018-01-07T16:51:25.000,2018-01-07T16:51:25.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 185746,2018-01-07T16:51:32.000,2018-01-07T16:51:32.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 185746,2018-01-08T12:03:21.000,2018-01-08T12:03:21.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 185746,2018-01-09T22:31:47.000,2018-01-09T22:31:47.000,Request Payment,UNDEFINED
request for payment 185746,2018-01-11T16:30:57.000,2018-01-11T16:30:57.000,Payment Handled,UNDEFINED
request for payment 185740,2018-01-08T06:45:44.000,2018-01-08T06:45:44.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 185740,2018-01-08T06:58:21.000,2018-01-08T06:58:21.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 185740,2018-01-08T10:23:46.000,2018-01-08T10:23:46.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 185740,2018-01-15T04:15:20.000,2018-01-15T04:15:20.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 185740,2018-01-15T11:21:06.000,2018-01-15T11:21:06.000,Request Payment,UNDEFINED
request for payment 185740,2018-01-18T16:31:10.000,2018-01-18T16:31:10.000,Payment Handled,UNDEFINED
request for payment 185567,2018-01-08T06:49:48.000,2018-01-08T06:49:48.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 185567,2018-01-08T07:17:18.000,2018-01-08T07:17:18.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 185567,2018-01-08T10:22:25.000,2018-01-08T10:22:25.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 185567,2018-01-15T04:15:20.000,2018-01-15T04:15:20.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 185567,2018-01-15T11:21:04.000,2018-01-15T11:21:04.000,Request Payment,UNDEFINED
request for payment 185567,2018-01-18T16:31:10.000,2018-01-18T16:31:10.000,Payment Handled,UNDEFINED
request for payment 185802,2018-01-08T06:52:02.000,2018-01-08T06:52:02.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 185802,2018-01-08T07:03:12.000,2018-01-08T07:03:12.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 185802,2018-01-08T10:20:14.000,2018-01-08T10:20:14.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 185802,2018-01-15T04:15:20.000,2018-01-15T04:15:20.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 185802,2018-01-15T11:21:02.000,2018-01-15T11:21:02.000,Request Payment,UNDEFINED
request for payment 185802,2018-01-18T16:31:10.000,2018-01-18T16:31:10.000,Payment Handled,UNDEFINED
request for payment 8822,2018-01-08T07:50:56.000,2018-01-08T07:50:56.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 8822,2018-01-08T07:51:00.000,2018-01-08T07:51:00.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 8822,2018-01-08T07:54:11.000,2018-01-08T07:54:11.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 8822,2018-01-08T07:56:22.000,2018-01-08T07:56:22.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 8822,2018-01-08T11:14:44.000,2018-01-08T11:14:44.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 8822,2018-01-08T12:05:12.000,2018-01-08T12:05:12.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 8822,2018-01-09T09:24:10.000,2018-01-09T09:24:10.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 8822,2018-01-09T09:26:05.000,2018-01-09T09:26:05.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 8822,2018-01-17T07:50:11.000,2018-01-17T07:50:11.000,Request Payment,UNDEFINED
request for payment 8822,2018-01-22T16:31:18.000,2018-01-22T16:31:18.000,Payment Handled,UNDEFINED
request for payment 8820,2018-01-08T07:50:56.000,2018-01-08T07:50:56.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 8820,2018-01-08T07:51:00.000,2018-01-08T07:51:00.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 8820,2018-01-08T11:14:44.000,2018-01-08T11:14:44.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 8820,2018-01-09T09:24:10.000,2018-01-09T09:24:10.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 8820,2018-01-16T00:48:52.000,2018-01-16T00:48:52.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 8820,2018-01-16T00:52:48.000,2018-01-16T00:52:48.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 8820,2018-01-16T07:26:04.000,2018-01-16T07:26:04.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 8820,2018-01-19T13:18:21.000,2018-01-19T13:18:21.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 8820,2018-01-19T17:59:06.000,2018-01-19T17:59:06.000,Request Payment,UNDEFINED
request for payment 8820,2018-01-25T16:31:09.000,2018-01-25T16:31:09.000,Payment Handled,UNDEFINED
request for payment 185751,2018-01-08T08:16:33.000,2018-01-08T08:16:33.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 185751,2018-01-08T08:16:50.000,2018-01-08T08:16:50.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 185751,2018-01-09T07:36:52.000,2018-01-09T07:36:52.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 185751,2018-01-09T13:32:14.000,2018-01-09T13:32:14.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 185751,2018-01-09T16:17:14.000,2018-01-09T16:17:14.000,Request Payment,UNDEFINED
request for payment 185751,2018-01-11T16:30:57.000,2018-01-11T16:30:57.000,Payment Handled,UNDEFINED
request for payment 185591,2018-01-08T08:24:12.000,2018-01-08T08:24:12.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 185591,2018-01-08T08:24:30.000,2018-01-08T08:24:30.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 185591,2018-01-09T07:37:43.000,2018-01-09T07:37:43.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 185591,2018-01-09T13:30:42.000,2018-01-09T13:30:42.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 185591,2018-01-09T16:17:12.000,2018-01-09T16:17:12.000,Request Payment,UNDEFINED
request for payment 185591,2018-01-11T16:30:57.000,2018-01-11T16:30:57.000,Payment Handled,UNDEFINED
request for payment 7055,2018-01-08T08:59:11.000,2018-01-08T08:59:11.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 7055,2018-01-08T08:59:36.000,2018-01-08T08:59:36.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 7055,2018-01-08T09:01:07.000,2018-01-08T09:01:07.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 7055,2018-01-08T11:18:56.000,2018-01-08T11:18:56.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 7055,2018-01-15T04:15:19.000,2018-01-15T04:15:19.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 7055,2018-01-16T08:51:51.000,2018-01-16T08:51:51.000,Request For Payment REJECTED by ADMINISTRATION,ADMINISTRATION
request for payment 7055,2018-01-16T09:29:11.000,2018-01-16T09:29:11.000,Request For Payment REJECTED by EMPLOYEE,EMPLOYEE
request for payment 7055,2018-01-16T09:36:37.000,2018-01-16T09:36:37.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 7055,2018-01-16T09:36:43.000,2018-01-16T09:36:43.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 7055,2018-01-16T09:45:39.000,2018-01-16T09:45:39.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 7055,2018-01-23T08:59:40.000,2018-01-23T08:59:40.000,Request For Payment APPROVED by SUPERVISOR,SUPERVISOR
request for payment 7055,2018-01-30T06:27:27.000,2018-01-30T06:27:27.000,Request For Payment FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 7055,2018-02-15T08:52:50.000,2018-02-15T08:52:50.000,Request Payment,UNDEFINED
request for payment 7055,2018-02-19T16:31:34.000,2018-02-19T16:31:34.000,Payment Handled,UNDEFINED
request for payment 185579,2018-01-08T09:17:00.000,2018-01-08T09:17:00.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 185579,2018-01-08T09:31:02.000,2018-01-08T09:31:02.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 185579,2018-01-09T07:39:43.000,2018-01-09T07:39:43.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 185579,2018-01-09T14:48:41.000,2018-01-09T14:48:41.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 185579,2018-01-10T11:47:27.000,2018-01-10T11:47:27.000,Request Payment,UNDEFINED
request for payment 185579,2018-01-11T16:30:57.000,2018-01-11T16:30:57.000,Payment Handled,UNDEFINED
request for payment 36828,2018-01-08T09:36:32.000,2018-01-08T09:36:32.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 36828,2018-01-08T09:37:04.000,2018-01-08T09:37:04.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 36828,2018-01-08T10:51:16.000,2018-01-08T10:51:16.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 36828,2018-01-29T09:48:19.000,2018-01-29T09:48:19.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 36828,2018-01-29T09:48:42.000,2018-01-29T09:48:42.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 36828,2018-01-30T14:06:23.000,2018-01-30T14:06:23.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 36828,2018-02-01T07:13:35.000,2018-02-01T07:13:35.000,Request Payment,UNDEFINED
request for payment 36828,2018-02-05T16:31:03.000,2018-02-05T16:31:03.000,Payment Handled,UNDEFINED
request for payment 36825,2018-01-08T09:36:32.000,2018-01-08T09:36:32.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 36825,2018-01-08T09:37:04.000,2018-01-08T09:37:04.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 36825,2018-01-08T10:51:16.000,2018-01-08T10:51:16.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 36825,2018-03-05T10:38:12.000,2018-03-05T10:38:12.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 36825,2018-03-05T10:39:08.000,2018-03-05T10:39:08.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 36825,2018-03-07T08:19:45.000,2018-03-07T08:19:45.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 36825,2018-03-13T07:08:31.000,2018-03-13T07:08:31.000,Request Payment,UNDEFINED
request for payment 36825,2018-03-15T16:31:16.000,2018-03-15T16:31:16.000,Payment Handled,UNDEFINED
request for payment 185503,2018-01-08T09:56:26.000,2018-01-08T09:56:26.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 185503,2018-01-08T09:56:35.000,2018-01-08T09:56:35.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 185503,2018-01-08T10:17:17.000,2018-01-08T10:17:17.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 185503,2018-01-09T06:01:57.000,2018-01-09T06:01:57.000,Request Payment,UNDEFINED
request for payment 185503,2018-01-11T16:30:57.000,2018-01-11T16:30:57.000,Payment Handled,UNDEFINED
request for payment 43536,2018-01-08T10:25:10.000,2018-01-08T10:25:10.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 43536,2018-01-08T10:25:13.000,2018-01-08T10:25:13.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 43536,2018-01-08T11:17:11.000,2018-01-08T11:17:11.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 43536,2018-01-18T12:46:42.000,2018-01-18T12:46:42.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 43536,2018-01-18T12:46:46.000,2018-01-18T12:46:46.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 43536,2018-01-18T14:11:06.000,2018-01-18T14:11:06.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 43536,2018-01-19T13:19:12.000,2018-01-19T13:19:12.000,Request Payment,UNDEFINED
request for payment 43536,2018-01-22T16:31:18.000,2018-01-22T16:31:18.000,Payment Handled,UNDEFINED
request for payment 8847,2018-01-08T10:32:48.000,2018-01-08T10:32:48.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 8847,2018-01-08T10:32:52.000,2018-01-08T10:32:52.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 8847,2018-01-08T11:16:03.000,2018-01-08T11:16:03.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 8847,2018-01-17T10:00:19.000,2018-01-17T10:00:19.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 8847,2018-01-17T10:00:23.000,2018-01-17T10:00:23.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 8847,2018-01-17T12:33:01.000,2018-01-17T12:33:01.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 8847,2018-01-19T17:58:48.000,2018-01-19T17:58:48.000,Request Payment,UNDEFINED
request for payment 8847,2018-01-25T16:31:09.000,2018-01-25T16:31:09.000,Payment Handled,UNDEFINED
request for payment 8845,2018-01-08T10:32:48.000,2018-01-08T10:32:48.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 8845,2018-01-08T10:32:52.000,2018-01-08T10:32:52.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 8845,2018-01-08T11:16:03.000,2018-01-08T11:16:03.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 8845,2018-01-17T08:45:00.000,2018-01-17T08:45:00.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 8845,2018-01-17T08:46:38.000,2018-01-17T08:46:38.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 8845,2018-01-17T11:13:20.000,2018-01-17T11:13:20.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
